#FID	IID	CountryOfBirthNonUK_20115
1052736	1052736	434
1052852	1052852	505
1052998	1052998	355
1053160	1053160	124
1053176	1053176	354
1053324	1053324	109
1053536	1053536	349
1053605	1053605	109
1053806	1053806	212
1054063	1054063	243
1054074	1054074	203
1054185	1054185	152
1054377	1054377	149
1054443	1054443	143
1054893	1054893	505
1054949	1054949	339
1054992	1054992	143
1055141	1055141	434
1055186	1055186	212
1055258	1055258	214
1055701	1055701	212
1055810	1055810	434
1055842	1055842	320
1056019	1056019	434
1056246	1056246	339
1056304	1056304	351
1056379	1056379	421
1056453	1056453	212
1056710	1056710	326
1056803	1056803	212
1056914	1056914	152
1057110	1057110	318
1057178	1057178	152
1057199	1057199	609
1057218	1057218	323
1057325	1057325	320
1057463	1057463	349
1057841	1057841	502
1057859	1057859	211
1058010	1058010	317
1058179	1058179	609
1058219	1058219	320
1058276	1058276	241
1058459	1058459	143
1058568	1058568	109
1058929	1058929	350
1059030	1059030	109
1059138	1059138	321
1059231	1059231	152
1059273	1059273	109
1059442	1059442	605
1059544	1059544	149
1059665	1059665	115
1059706	1059706	216
1059821	1059821	354
1059870	1059870	120
1059976	1059976	331
1059993	1059993	505
1060047	1060047	502
1060279	1060279	318
1060472	1060472	320
1060536	1060536	354
1060708	1060708	232
1060730	1060730	354
1060777	1060777	127
1060871	1060871	232
1060955	1060955	505
1061175	1061175	241
1061202	1061202	232
1061215	1061215	409
1061426	1061426	339
1061434	1061434	212
1061442	1061442	405
1061461	1061461	212
1061590	1061590	318
1061682	1061682	149
1061739	1061739	109
1061740	1061740	502
1061870	1061870	136
1062114	1062114	214
1062162	1062162	318
1062186	1062186	131
1062217	1062217	349
1062484	1062484	101
1062537	1062537	226
1062565	1062565	124
1062598	1062598	124
1062690	1062690	326
1062719	1062719	212
1062725	1062725	217
1063355	1063355	505
1063424	1063424	318
1063438	1063438	131
1063704	1063704	409
1063909	1063909	309
1064200	1064200	201
1064304	1064304	354
1064316	1064316	124
1064343	1064343	603
1064680	1064680	212
1064726	1064726	224
1065083	1065083	318
1065198	1065198	339
1065287	1065287	239
1065462	1065462	207
1065512	1065512	326
1065540	1065540	143
1065594	1065594	212
1065891	1065891	239
1065996	1065996	318
1066011	1066011	212
1066035	1066035	245
1066192	1066192	212
1066306	1066306	149
1066394	1066394	212
1066402	1066402	232
1066450	1066450	307
1066514	1066514	143
1066530	1066530	118
1066595	1066595	212
1066619	1066619	212
1066654	1066654	354
1066660	1066660	212
1066838	1066838	152
1067259	1067259	502
1067286	1067286	149
1067335	1067335	349
1067372	1067372	232
1067432	1067432	212
1067448	1067448	225
1067733	1067733	214
1067975	1067975	318
1068168	1068168	132
1068267	1068267	326
1068443	1068443	120
1068752	1068752	318
1068860	1068860	109
1068876	1068876	434
1068887	1068887	109
1069016	1069016	209
1069020	1069020	320
1069065	1069065	124
1069814	1069814	343
1069823	1069823	609
1069859	1069859	212
1070058	1070058	320
1070267	1070267	343
1070314	1070314	109
1070359	1070359	117
1070404	1070404	131
1070437	1070437	209
1070443	1070443	112
1070465	1070465	307
1070479	1070479	352
1070607	1070607	118
1070876	1070876	109
1071217	1071217	505
1071329	1071329	124
1071449	1071449	336
1071492	1071492	212
1071842	1071842	224
1071939	1071939	354
1072124	1072124	232
1072231	1072231	320
1072264	1072264	212
1072455	1072455	109
1072483	1072483	149
1072698	1072698	212
1072739	1072739	109
1072753	1072753	118
1072785	1072785	235
1073116	1073116	109
1073137	1073137	306
1073392	1073392	112
1073441	1073441	109
1073462	1073462	138
1073568	1073568	102
1073638	1073638	146
1073744	1073744	143
1073789	1073789	603
1073809	1073809	326
1073817	1073817	124
1073929	1073929	602
1074039	1074039	120
1074053	1074053	326
1074136	1074136	434
1074241	1074241	109
1074356	1074356	226
1074372	1074372	323
1074390	1074390	212
1074542	1074542	109
1074555	1074555	120
1074629	1074629	502
1074673	1074673	109
1074688	1074688	320
1074757	1074757	212
1074784	1074784	320
1074946	1074946	152
1075240	1075240	241
1075798	1075798	212
1075936	1075936	320
1076332	1076332	120
1076360	1076360	416
1076436	1076436	349
1076668	1076668	409
1076671	1076671	112
1076685	1076685	339
1076715	1076715	212
1076729	1076729	232
1076911	1076911	212
1077076	1077076	434
1077131	1077131	313
1077200	1077200	146
1077351	1077351	132
1077471	1077471	339
1077549	1077549	434
1077584	1077584	143
1077617	1077617	241
1077645	1077645	232
1077658	1077658	212
1077835	1077835	345
1077872	1077872	434
1077962	1077962	109
1078313	1078313	336
1078352	1078352	118
1078536	1078536	212
1078574	1078574	152
1078684	1078684	205
1078885	1078885	120
1078907	1078907	321
1079003	1079003	502
1079089	1079089	112
1079170	1079170	352
1079261	1079261	603
1079368	1079368	409
1079687	1079687	212
1079763	1079763	249
1079846	1079846	245
1079869	1079869	215
1080366	1080366	245
1080414	1080414	109
1080646	1080646	352
1080681	1080681	106
1080836	1080836	336
1081207	1081207	109
1081368	1081368	322
1081402	1081402	215
1081595	1081595	211
1081687	1081687	320
1081722	1081722	211
1081763	1081763	124
1081951	1081951	609
1082310	1082310	320
1082355	1082355	217
1082587	1082587	124
1082593	1082593	120
1082677	1082677	304
1082716	1082716	212
1082751	1082751	146
1082815	1082815	434
1082888	1082888	502
1082922	1082922	502
1083052	1083052	224
1083097	1083097	124
1083263	1083263	143
1083701	1083701	232
1084098	1084098	124
1084694	1084694	109
1084944	1084944	211
1085132	1085132	226
1085324	1085324	152
1085369	1085369	343
1085490	1085490	212
1085545	1085545	212
1085723	1085723	140
1085777	1085777	245
1086309	1086309	146
1086345	1086345	226
1086363	1086363	318
1086528	1086528	320
1086932	1086932	212
1087112	1087112	123
1087588	1087588	312
1087596	1087596	434
1087825	1087825	320
1088526	1088526	333
1088583	1088583	109
1088631	1088631	434
1088664	1088664	212
1088721	1088721	609
1089025	1089025	239
1089087	1089087	124
1089164	1089164	124
1089188	1089188	212
1089213	1089213	152
1089304	1089304	241
1089440	1089440	129
1089453	1089453	209
1089930	1089930	601
1090097	1090097	434
1090236	1090236	131
1090405	1090405	143
1090470	1090470	241
1090516	1090516	312
1090565	1090565	405
1090598	1090598	336
1090689	1090689	211
1090690	1090690	318
