PC	B	B2	lc	uc	r2	Error	VarExp	dataset	gwas	contrasts	gwas_type	test_type	L
32	0.0102058490700964	0.000104159355241588	-0.00939610048433764	0.0297999580270043	0.779729267758923	0.0725517120722541	0.000187276727672767	InUKBB	q1	England-Scotland	even	odd	pruneall
33	0.0170490771184625	0.000290671030591281	-0.00255184561631886	0.0366369044188512	0.780019938789514	0.0725517120722541	0.000187006700670067	InUKBB	q1	England-Scotland	even	odd	pruneall
34	-0.02103439806666	0.000442445902026711	-0.0406177223698976	-0.0014349196469987	0.780462384691541	0.0725517120722541	0.000186433643364336	InUKBB	q1	England-Scotland	even	odd	pruneall
35	0.0166954685555701	0.000278738670290031	-0.00290555223725024	0.0362836653685243	0.780741123361831	0.0725517120722541	0.000186396639663966	InUKBB	q1	England-Scotland	even	odd	pruneall
36	0.00698237068027883	4.87535003168175e-05	-0.0126194263528624	0.0265788032415075	0.780789876862148	0.0725517120722541	0.000186242624262426	InUKBB	q1	England-Scotland	even	odd	pruneall
37	0.00717992363738276	5.15513034386477e-05	-0.0124218944607591	0.0267762255014653	0.780841428165586	0.0725517120722541	0.000186026602660266	InUKBB	q1	England-Scotland	even	odd	pruneall
38	-0.00327647276870959	1.07352738040955e-05	-0.0228750737542874	0.0163246455873932	0.78085216343939	0.0725517120722541	0.000185830583058306	InUKBB	q1	England-Scotland	even	odd	pruneall
39	-0.0295682332619381	0.000874280418232381	-0.0491398247974329	-0.00997394355349062	0.781726443857623	0.0725517120722541	0.000185451545154515	InUKBB	q1	England-Scotland	even	odd	pruneall
40	0.00160400097063959	2.57281911381273e-06	-0.0179966348192543	0.0212034043688742	0.781729016676736	0.0725517120722541	0.000185342534253425	InUKBB	q1	England-Scotland	even	odd	pruneall
1	0.264811011754045	0.0701248719462011	0.246490303917845	0.282942521123547	0.0701248719462011	0.137755318312904	0.000586356635663566	InUKBB	q1	England-Wales	even	odd	pruneall
2	-0.0299329756004109	0.000895983028294796	-0.0495040021778578	-0.0103389713530222	0.0710208549744959	0.137755318312904	0.000515991599159916	InUKBB	q1	England-Wales	even	odd	pruneall
3	0.0610012979850158	0.00372115835585669	0.0414507877762874	0.0805051136813597	0.0747420133303526	0.137755318312904	0.000388008800880088	InUKBB	q1	England-Wales	even	odd	pruneall
4	0.43652678023116	0.190555629858983	0.420524700835143	0.452257356439504	0.265297643189336	0.137755318312904	0.00032035503550355	InUKBB	q1	England-Wales	even	odd	pruneall
5	0.126095625041058	0.0159001066544951	0.106759409111944	0.145336498346938	0.281197749843831	0.137755318312904	0.000293103310331033	InUKBB	q1	England-Wales	even	odd	pruneall
6	0.0649613871699824	0.00421998182304835	0.0454191469939352	0.0844539264015248	0.285417731666879	0.137755318312904	0.00025950295029503	InUKBB	q1	England-Wales	even	odd	pruneall
7	-0.0112262173231748	0.00012602795538715	-0.030819505966235	0.00837569562216807	0.285543759622266	0.137755318312904	0.000246301630163016	InUKBB	q1	England-Wales	even	odd	pruneall
8	-0.0129104167315448	0.000166678860182152	-0.0325022621964038	0.00669134648283242	0.285710438482448	0.137755318312904	0.00023031303130313	InUKBB	q1	England-Wales	even	odd	pruneall
9	0.0272168583606196	0.00074075737902203	0.00762085372065995	0.0467919670789246	0.28645119586147	0.137755318312904	0.000222490249024903	InUKBB	q1	England-Wales	even	odd	pruneall
10	-0.0121354629855233	0.000147269461873006	-0.0317279862981517	0.00746638294001673	0.286598465323343	0.137755318312904	0.000218933893389339	InUKBB	q1	England-Wales	even	odd	pruneall
11	0.0133273654869115	0.000177618670821719	-0.00627434348225694	0.032918836519559	0.286776083994165	0.137755318312904	0.000215836583658366	InUKBB	q1	England-Wales	even	odd	pruneall
12	-0.00265756659364042	7.06266019963353e-06	-0.0222564772894441	0.0169433859638982	0.286783146654365	0.137755318312904	0.000213668366836684	InUKBB	q1	England-Wales	even	odd	pruneall
13	-0.0334318381684028	0.00111768780331827	-0.0529971809002655	-0.0138408376016669	0.287900834457683	0.137755318312904	0.000212622262226223	InUKBB	q1	England-Wales	even	odd	pruneall
14	0.0257790254407498	0.000664558152674827	0.00618207906205819	0.045356178294774	0.288565392610358	0.137755318312904	0.000208007800780078	InUKBB	q1	England-Wales	even	odd	pruneall
15	-0.0411016438525712	0.00168934512738361	-0.0606528522143524	-0.0215189093783263	0.290254737737742	0.137755318312904	0.000203662366236624	InUKBB	q1	England-Wales	even	odd	pruneall
16	-0.0251431569004446	0.000632178338920375	-0.0447211879596841	-0.00554581992071894	0.290886916076662	0.137755318312904	0.000202948294829483	InUKBB	q1	England-Wales	even	odd	pruneall
17	0.00276163757481632	7.62664209463737e-06	-0.0168393439121975	0.0223604972414686	0.290894542718756	0.137755318312904	0.000201165116511651	InUKBB	q1	England-Wales	even	odd	pruneall
18	-0.0207501082177675	0.000430566991049063	-0.0403337743297368	-0.00115050613059557	0.291325109709806	0.137755318312904	0.000198437843784378	InUKBB	q1	England-Wales	even	odd	pruneall
19	-0.0127472137053994	0.000162491457251123	-0.0323392038777082	0.00685456888527083	0.291487601167057	0.137755318312904	0.000196973697369737	InUKBB	q1	England-Wales	even	odd	pruneall
20	0.00796463200981916	6.3435363051836e-05	-0.0116372546532338	0.0275603996311342	0.291551036530109	0.137755318312904	0.000195962596259626	InUKBB	q1	England-Wales	even	odd	pruneall
21	0.0513263518103201	0.00263439439015674	0.0317582305909764	0.0708551415337976	0.294185430920265	0.137755318312904	0.000194418441844184	InUKBB	q1	England-Wales	even	odd	pruneall
22	-0.00784486010854167	6.15418301225884e-05	-0.0274407108322591	0.0117570176503532	0.294246972750388	0.137755318312904	0.000192449244924492	InUKBB	q1	England-Wales	even	odd	pruneall
23	0.0845850875311892	0.00715463703265894	0.0650929333872638	0.104012717590935	0.301401609783047	0.137755318312904	0.000191825182518252	InUKBB	q1	England-Wales	even	odd	pruneall
24	0.0273437650039421	0.000747681484590807	0.00774784738087983	0.0469186894173534	0.302149291267638	0.137755318312904	0.000191354135413541	InUKBB	q1	England-Wales	even	odd	pruneall
25	-0.155827167816922	0.0242821062298431	-0.174893075296427	-0.136644440461985	0.326431397497481	0.137755318312904	0.000190618061806181	InUKBB	q1	England-Wales	even	odd	pruneall
26	-0.115849780823223	0.0134211717167887	-0.135142986536124	-0.0964687589411922	0.339852569214269	0.137755318312904	0.00019002500250025	InUKBB	q1	England-Wales	even	odd	pruneall
27	0.00623956470406298	3.89321676961885e-05	-0.0133621394329982	0.0258364750110967	0.339891501381966	0.137755318312904	0.00018968896889689	InUKBB	q1	England-Wales	even	odd	pruneall
